,0,1
767,"End of loanFeb 28, 2010",4
768,"End of loanFeb 28, 2011",4
769,"End of loanFeb 28, 2012",3
770,"End of loanFeb 28, 2013",4
771,"End of loanFeb 28, 2014",5
772,"End of loanFeb 28, 2015",1
773,"End of loanFeb 28, 2020",1
774,"End of loanFeb 29, 2004",2
775,"End of loanFeb 29, 2016",2
776,"End of loanFeb 3, 2008",1
777,"End of loanFeb 3, 2009",1
778,"End of loanFeb 3, 2013",1
779,"End of loanFeb 3, 2014",2
780,"End of loanFeb 3, 2017",2
781,"End of loanFeb 3, 2019",1
782,"End of loanFeb 4, 1996",1
783,"End of loanFeb 4, 1998",1
784,"End of loanFeb 4, 2007",1
785,"End of loanFeb 4, 2014",3
786,"End of loanFeb 4, 2016",2
787,"End of loanFeb 4, 2017",1
788,"End of loanFeb 5, 2009",3
789,"End of loanFeb 5, 2011",1
790,"End of loanFeb 5, 2015",1
791,"End of loanFeb 5, 2016",2
792,"End of loanFeb 5, 2018",2
793,"End of loanFeb 5, 2019",1
794,"End of loanFeb 6, 1996",1
795,"End of loanFeb 6, 2006",1
796,"End of loanFeb 6, 2009",2
797,"End of loanFeb 6, 2010",2
798,"End of loanFeb 6, 2011",2
799,"End of loanFeb 6, 2012",2
800,"End of loanFeb 6, 2014",1
801,"End of loanFeb 6, 2015",1
802,"End of loanFeb 6, 2020",2
803,"End of loanFeb 7, 1995",1
804,"End of loanFeb 7, 1999",2
805,"End of loanFeb 7, 2008",1
806,"End of loanFeb 7, 2011",2
807,"End of loanFeb 7, 2012",1
808,"End of loanFeb 7, 2013",1
809,"End of loanFeb 7, 2015",4
810,"End of loanFeb 7, 2016",1
811,"End of loanFeb 7, 2019",1
812,"End of loanFeb 8, 2008",1
813,"End of loanFeb 8, 2012",1
814,"End of loanFeb 8, 2013",2
815,"End of loanFeb 8, 2014",1
816,"End of loanFeb 8, 2016",2
817,"End of loanFeb 9, 2001",1
818,"End of loanFeb 9, 2013",2
819,"End of loanFeb 9, 2014",2
820,"End of loanFeb 9, 2015",2
821,"End of loanFeb 9, 2020",1
822,"End of loanJan 1, 1995",2
823,"End of loanJan 1, 1996",5
824,"End of loanJan 1, 1997",1
825,"End of loanJan 1, 1998",4
826,"End of loanJan 1, 1999",2
827,"End of loanJan 1, 2000",3
828,"End of loanJan 1, 2001",3
829,"End of loanJan 1, 2002",3
830,"End of loanJan 1, 2003",1
831,"End of loanJan 1, 2004",6
832,"End of loanJan 1, 2005",6
833,"End of loanJan 1, 2006",4
834,"End of loanJan 1, 2007",14
835,"End of loanJan 1, 2008",9
836,"End of loanJan 1, 2009",21
837,"End of loanJan 1, 2010",22
838,"End of loanJan 1, 2011",16
839,"End of loanJan 1, 2012",24
840,"End of loanJan 1, 2013",27
841,"End of loanJan 1, 2014",38
842,"End of loanJan 1, 2015",17
843,"End of loanJan 1, 2016",17
844,"End of loanJan 1, 2017",10
845,"End of loanJan 1, 2018",21
846,"End of loanJan 1, 2019",32
847,"End of loanJan 1, 2020",23
848,"End of loanJan 1, 2021",8
849,"End of loanJan 1, 2022",7
850,"End of loanJan 10, 1994",1
851,"End of loanJan 10, 2004",2
852,"End of loanJan 10, 2005",2
853,"End of loanJan 10, 2006",1
854,"End of loanJan 10, 2008",1
855,"End of loanJan 10, 2012",1
856,"End of loanJan 10, 2013",4
857,"End of loanJan 10, 2014",1
858,"End of loanJan 10, 2015",5
859,"End of loanJan 10, 2016",6
860,"End of loanJan 10, 2017",4
861,"End of loanJan 10, 2018",10
862,"End of loanJan 10, 2019",7
863,"End of loanJan 10, 2020",1
864,"End of loanJan 10, 2021",1
865,"End of loanJan 10, 2022",1
866,"End of loanJan 11, 1993",1
867,"End of loanJan 11, 2004",2
868,"End of loanJan 11, 2009",2
869,"End of loanJan 11, 2010",2
870,"End of loanJan 11, 2012",1
871,"End of loanJan 11, 2013",4
872,"End of loanJan 11, 2015",7
873,"End of loanJan 11, 2016",3
874,"End of loanJan 11, 2018",6
875,"End of loanJan 11, 2019",7
876,"End of loanJan 11, 2020",4
877,"End of loanJan 11, 2021",5
878,"End of loanJan 12, 2001",1
879,"End of loanJan 12, 2004",1
880,"End of loanJan 12, 2006",2
881,"End of loanJan 12, 2007",2
882,"End of loanJan 12, 2009",1
883,"End of loanJan 12, 2010",2
884,"End of loanJan 12, 2011",2
885,"End of loanJan 12, 2012",1
886,"End of loanJan 12, 2013",2
887,"End of loanJan 12, 2014",2
888,"End of loanJan 12, 2015",2
889,"End of loanJan 12, 2016",7
890,"End of loanJan 12, 2017",6
891,"End of loanJan 12, 2020",6
892,"End of loanJan 12, 2021",5
893,"End of loanJan 13, 2000",1
894,"End of loanJan 13, 2003",1
895,"End of loanJan 13, 2005",1
896,"End of loanJan 13, 2011",1
897,"End of loanJan 13, 2013",7
898,"End of loanJan 13, 2014",5
899,"End of loanJan 13, 2015",1
900,"End of loanJan 13, 2018",3
901,"End of loanJan 13, 2019",1
902,"End of loanJan 13, 2020",3
903,"End of loanJan 13, 2021",6
904,"End of loanJan 14, 1998",1
905,"End of loanJan 14, 2007",1
906,"End of loanJan 14, 2009",3
907,"End of loanJan 14, 2010",2
908,"End of loanJan 14, 2013",4
909,"End of loanJan 14, 2014",1
910,"End of loanJan 14, 2015",6
911,"End of loanJan 14, 2016",3
912,"End of loanJan 14, 2017",4
913,"End of loanJan 14, 2018",2
914,"End of loanJan 14, 2019",2
915,"End of loanJan 14, 2020",4
916,"End of loanJan 14, 2021",4
917,"End of loanJan 15, 2003",1
918,"End of loanJan 15, 2006",5
919,"End of loanJan 15, 2007",1
920,"End of loanJan 15, 2008",1
921,"End of loanJan 15, 2009",2
922,"End of loanJan 15, 2012",7
923,"End of loanJan 15, 2013",2
924,"End of loanJan 15, 2014",2
925,"End of loanJan 15, 2015",4
926,"End of loanJan 15, 2016",3
927,"End of loanJan 15, 2017",7
928,"End of loanJan 15, 2018",11
929,"End of loanJan 15, 2019",2
930,"End of loanJan 15, 2020",5
931,"End of loanJan 15, 2021",6
932,"End of loanJan 16, 1999",1
933,"End of loanJan 16, 2009",1
934,"End of loanJan 16, 2012",3
935,"End of loanJan 16, 2013",3
936,"End of loanJan 16, 2014",2
937,"End of loanJan 16, 2016",7
938,"End of loanJan 16, 2017",6
939,"End of loanJan 16, 2018",2
940,"End of loanJan 16, 2019",4
941,"End of loanJan 16, 2020",5
942,"End of loanJan 16, 2021",2
943,"End of loanJan 17, 1994",1
944,"End of loanJan 17, 1996",1
945,"End of loanJan 17, 1998",1
946,"End of loanJan 17, 2004",1
947,"End of loanJan 17, 2005",2
948,"End of loanJan 17, 2008",1
949,"End of loanJan 17, 2009",1
950,"End of loanJan 17, 2013",2
951,"End of loanJan 17, 2015",3
952,"End of loanJan 17, 2016",4
953,"End of loanJan 17, 2017",2
954,"End of loanJan 17, 2018",2
955,"End of loanJan 17, 2019",1
956,"End of loanJan 17, 2020",3
957,"End of loanJan 17, 2021",8
958,"End of loanJan 18, 1995",1
959,"End of loanJan 18, 1997",3
960,"End of loanJan 18, 2009",6
961,"End of loanJan 18, 2010",1
962,"End of loanJan 18, 2011",2
963,"End of loanJan 18, 2013",4
964,"End of loanJan 18, 2014",1
965,"End of loanJan 18, 2015",3
966,"End of loanJan 18, 2016",1
967,"End of loanJan 18, 2017",2
968,"End of loanJan 18, 2019",2
969,"End of loanJan 18, 2020",1
970,"End of loanJan 18, 2021",2
971,"End of loanJan 19, 2000",1
972,"End of loanJan 19, 2009",1
973,"End of loanJan 19, 2012",10
974,"End of loanJan 19, 2013",3
975,"End of loanJan 19, 2014",3
976,"End of loanJan 19, 2015",9
977,"End of loanJan 19, 2016",4
978,"End of loanJan 19, 2017",4
979,"End of loanJan 19, 2019",2
980,"End of loanJan 19, 2020",3
981,"End of loanJan 19, 2021",1
982,"End of loanJan 2, 2007",15
983,"End of loanJan 2, 2008",16
984,"End of loanJan 2, 2009",7
985,"End of loanJan 2, 2010",3
986,"End of loanJan 2, 2011",2
987,"End of loanJan 2, 2012",7
988,"End of loanJan 2, 2013",34
989,"End of loanJan 2, 2014",45
990,"End of loanJan 2, 2015",14
991,"End of loanJan 2, 2016",26
992,"End of loanJan 2, 2017",26
993,"End of loanJan 2, 2018",13
994,"End of loanJan 2, 2019",11
995,"End of loanJan 2, 2020",15
996,"End of loanJan 2, 2021",5
997,"End of loanJan 2, 2022",1
998,"End of loanJan 20, 2002",1
999,"End of loanJan 20, 2006",2
1000,"End of loanJan 20, 2010",2
1001,"End of loanJan 20, 2012",1
1002,"End of loanJan 20, 2014",1
1003,"End of loanJan 20, 2015",2
1004,"End of loanJan 20, 2016",7
1005,"End of loanJan 20, 2017",2
1006,"End of loanJan 20, 2020",5
1007,"End of loanJan 20, 2021",1
1008,"End of loanJan 21, 2000",1
1009,"End of loanJan 21, 2004",1
1010,"End of loanJan 21, 2007",2
1011,"End of loanJan 21, 2009",3
1012,"End of loanJan 21, 2013",1
1013,"End of loanJan 21, 2014",3
1014,"End of loanJan 21, 2015",5
1015,"End of loanJan 21, 2016",3
1016,"End of loanJan 21, 2018",2
1017,"End of loanJan 21, 2019",5
1018,"End of loanJan 21, 2020",2
1019,"End of loanJan 21, 2021",3
1020,"End of loanJan 22, 1997",2
1021,"End of loanJan 22, 1998",1
1022,"End of loanJan 22, 2007",2
1023,"End of loanJan 22, 2008",1
1024,"End of loanJan 22, 2010",1
1025,"End of loanJan 22, 2011",2
1026,"End of loanJan 22, 2013",5
1027,"End of loanJan 22, 2014",2
1028,"End of loanJan 22, 2015",2
1029,"End of loanJan 22, 2016",2
1030,"End of loanJan 22, 2017",2
1031,"End of loanJan 22, 2018",2
1032,"End of loanJan 22, 2019",4
1033,"End of loanJan 22, 2020",5
1034,"End of loanJan 22, 2021",1
1035,"End of loanJan 23, 2001",1
1036,"End of loanJan 23, 2003",2
1037,"End of loanJan 23, 2004",1
1038,"End of loanJan 23, 2012",6
1039,"End of loanJan 23, 2014",5
1040,"End of loanJan 23, 2015",1
1041,"End of loanJan 23, 2016",5
1042,"End of loanJan 23, 2017",1
1043,"End of loanJan 23, 2018",4
1044,"End of loanJan 23, 2019",4
1045,"End of loanJan 23, 2020",8
1046,"End of loanJan 23, 2021",1
1047,"End of loanJan 24, 1998",2
1048,"End of loanJan 24, 2001",1
1049,"End of loanJan 24, 2002",3
1050,"End of loanJan 24, 2003",1
1051,"End of loanJan 24, 2004",4
1052,"End of loanJan 24, 2008",1
1053,"End of loanJan 24, 2011",2
1054,"End of loanJan 24, 2014",3
1055,"End of loanJan 24, 2015",2
1056,"End of loanJan 24, 2016",1
1057,"End of loanJan 24, 2017",3
1058,"End of loanJan 24, 2018",3
1059,"End of loanJan 24, 2019",5
1060,"End of loanJan 24, 2020",4
1061,"End of loanJan 24, 2021",1
1062,"End of loanJan 25, 2000",1
1063,"End of loanJan 25, 2001",2
1064,"End of loanJan 25, 2005",2
1065,"End of loanJan 25, 2007",1
1066,"End of loanJan 25, 2009",1
1067,"End of loanJan 25, 2011",5
1068,"End of loanJan 25, 2012",1
1069,"End of loanJan 25, 2013",1
1070,"End of loanJan 25, 2014",1
1071,"End of loanJan 25, 2015",4
1072,"End of loanJan 25, 2016",4
1073,"End of loanJan 25, 2017",2
1074,"End of loanJan 25, 2018",4
1075,"End of loanJan 25, 2019",2
1076,"End of loanJan 25, 2021",11
1077,"End of loanJan 26, 2010",1
1078,"End of loanJan 26, 2012",2
1079,"End of loanJan 26, 2013",2
1080,"End of loanJan 26, 2015",5
1081,"End of loanJan 26, 2016",3
1082,"End of loanJan 26, 2017",6
1083,"End of loanJan 26, 2018",2
1084,"End of loanJan 26, 2020",3
1085,"End of loanJan 26, 2021",4
1086,"End of loanJan 27, 1999",1
1087,"End of loanJan 27, 2006",2
1088,"End of loanJan 27, 2009",1
1089,"End of loanJan 27, 2010",4
1090,"End of loanJan 27, 2014",4
1091,"End of loanJan 27, 2015",1
1092,"End of loanJan 27, 2016",5
1093,"End of loanJan 27, 2017",1
1094,"End of loanJan 27, 2018",1
1095,"End of loanJan 27, 2019",3
1096,"End of loanJan 27, 2020",3
1097,"End of loanJan 27, 2021",1
1098,"End of loanJan 28, 1998",1
1099,"End of loanJan 28, 2002",1
1100,"End of loanJan 28, 2007",1
1101,"End of loanJan 28, 2010",1
1102,"End of loanJan 28, 2011",1
1103,"End of loanJan 28, 2013",3
1104,"End of loanJan 28, 2014",2
1105,"End of loanJan 28, 2015",3
1106,"End of loanJan 28, 2016",1
1107,"End of loanJan 28, 2017",1
1108,"End of loanJan 28, 2018",3
1109,"End of loanJan 28, 2019",7
1110,"End of loanJan 28, 2020",6
1111,"End of loanJan 28, 2021",6
1112,"End of loanJan 29, 2008",1
1113,"End of loanJan 29, 2010",1
1114,"End of loanJan 29, 2012",1
1115,"End of loanJan 29, 2013",4
1116,"End of loanJan 29, 2014",14
1117,"End of loanJan 29, 2015",2
1118,"End of loanJan 29, 2016",3
1119,"End of loanJan 29, 2017",7
1120,"End of loanJan 29, 2018",7
1121,"End of loanJan 29, 2019",9
1122,"End of loanJan 29, 2020",6
1123,"End of loanJan 29, 2021",4
1124,"End of loanJan 3, 1995",1
1125,"End of loanJan 3, 2003",1
1126,"End of loanJan 3, 2006",5
1127,"End of loanJan 3, 2008",4
1128,"End of loanJan 3, 2010",3
1129,"End of loanJan 3, 2011",2
1130,"End of loanJan 3, 2012",10
1131,"End of loanJan 3, 2013",15
1132,"End of loanJan 3, 2014",8
1133,"End of loanJan 3, 2015",36
1134,"End of loanJan 3, 2016",33
1135,"End of loanJan 3, 2017",15
1136,"End of loanJan 3, 2018",12
1137,"End of loanJan 3, 2019",8
1138,"End of loanJan 3, 2020",1
1139,"End of loanJan 3, 2021",3
1140,"End of loanJan 3, 2022",1
1141,"End of loanJan 30, 1994",1
1142,"End of loanJan 30, 2006",3
1143,"End of loanJan 30, 2007",2
1144,"End of loanJan 30, 2008",3
1145,"End of loanJan 30, 2010",1
1146,"End of loanJan 30, 2011",3
1147,"End of loanJan 30, 2012",5
1148,"End of loanJan 30, 2013",10
1149,"End of loanJan 30, 2014",15
1150,"End of loanJan 30, 2015",8
1151,"End of loanJan 30, 2016",9
1152,"End of loanJan 30, 2017",29
1153,"End of loanJan 30, 2018",19
1154,"End of loanJan 30, 2019",32
1155,"End of loanJan 30, 2020",17
1156,"End of loanJan 30, 2021",5
1157,"End of loanJan 31, 1996",1
1158,"End of loanJan 31, 1997",2
1159,"End of loanJan 31, 2001",1
1160,"End of loanJan 31, 2002",1
1161,"End of loanJan 31, 2004",1
1162,"End of loanJan 31, 2006",1
1163,"End of loanJan 31, 2008",2
1164,"End of loanJan 31, 2010",1
1165,"End of loanJan 31, 2012",1
1166,"End of loanJan 31, 2013",4
1167,"End of loanJan 31, 2014",10
1168,"End of loanJan 31, 2015",1
1169,"End of loanJan 31, 2016",21
1170,"End of loanJan 31, 2017",11
1171,"End of loanJan 31, 2018",15
1172,"End of loanJan 31, 2019",6
1173,"End of loanJan 31, 2020",13
1174,"End of loanJan 31, 2021",26
1175,"End of loanJan 4, 1999",2
1176,"End of loanJan 4, 2000",2
1177,"End of loanJan 4, 2002",2
1178,"End of loanJan 4, 2005",1
1179,"End of loanJan 4, 2006",2
1180,"End of loanJan 4, 2008",1
1181,"End of loanJan 4, 2010",4
1182,"End of loanJan 4, 2011",17
1183,"End of loanJan 4, 2012",2
1184,"End of loanJan 4, 2013",11
1185,"End of loanJan 4, 2014",9
1186,"End of loanJan 4, 2015",12
1187,"End of loanJan 4, 2016",16
1188,"End of loanJan 4, 2017",10
1189,"End of loanJan 4, 2018",5
1190,"End of loanJan 4, 2019",2
1191,"End of loanJan 4, 2020",5
1192,"End of loanJan 4, 2021",8
1193,"End of loanJan 5, 1998",1
1194,"End of loanJan 5, 1999",2
1195,"End of loanJan 5, 2003",1
1196,"End of loanJan 5, 2005",2
1197,"End of loanJan 5, 2009",1
1198,"End of loanJan 5, 2010",1
1199,"End of loanJan 5, 2011",11
1200,"End of loanJan 5, 2012",3
1201,"End of loanJan 5, 2013",5
1202,"End of loanJan 5, 2014",12
1203,"End of loanJan 5, 2015",19
1204,"End of loanJan 5, 2016",2
1205,"End of loanJan 5, 2017",8
1206,"End of loanJan 5, 2018",4
1207,"End of loanJan 5, 2019",6
1208,"End of loanJan 5, 2020",7
1209,"End of loanJan 5, 2021",8
1210,"End of loanJan 6, 2004",3
1211,"End of loanJan 6, 2005",2
1212,"End of loanJan 6, 2008",3
1213,"End of loanJan 6, 2009",2
1214,"End of loanJan 6, 2010",3
1215,"End of loanJan 6, 2011",1
1216,"End of loanJan 6, 2012",2
1217,"End of loanJan 6, 2013",2
1218,"End of loanJan 6, 2014",6
1219,"End of loanJan 6, 2015",4
1220,"End of loanJan 6, 2016",4
1221,"End of loanJan 6, 2017",8
1222,"End of loanJan 6, 2018",1
1223,"End of loanJan 6, 2019",6
1224,"End of loanJan 6, 2020",7
1225,"End of loanJan 6, 2021",6
1226,"End of loanJan 7, 2001",1
1227,"End of loanJan 7, 2002",2
1228,"End of loanJan 7, 2007",2
1229,"End of loanJan 7, 2008",2
1230,"End of loanJan 7, 2010",1
1231,"End of loanJan 7, 2011",3
1232,"End of loanJan 7, 2013",4
1233,"End of loanJan 7, 2014",1
1234,"End of loanJan 7, 2015",4
1235,"End of loanJan 7, 2016",6
1236,"End of loanJan 7, 2017",3
1237,"End of loanJan 7, 2019",8
1238,"End of loanJan 7, 2020",2
1239,"End of loanJan 7, 2021",6
1240,"End of loanJan 8, 1995",1
1241,"End of loanJan 8, 2006",3
1242,"End of loanJan 8, 2007",2
1243,"End of loanJan 8, 2012",6
1244,"End of loanJan 8, 2013",3
1245,"End of loanJan 8, 2014",1
1246,"End of loanJan 8, 2015",2
1247,"End of loanJan 8, 2016",1
1248,"End of loanJan 8, 2017",3
1249,"End of loanJan 8, 2018",6
1250,"End of loanJan 8, 2019",4
1251,"End of loanJan 8, 2020",4
1252,"End of loanJan 8, 2021",2
1253,"End of loanJan 9, 1995",1
1254,"End of loanJan 9, 1998",1
1255,"End of loanJan 9, 2000",1
1256,"End of loanJan 9, 2007",1
1257,"End of loanJan 9, 2008",1
1258,"End of loanJan 9, 2009",2
1259,"End of loanJan 9, 2012",3
1260,"End of loanJan 9, 2013",4
1261,"End of loanJan 9, 2014",2
1262,"End of loanJan 9, 2015",1
1263,"End of loanJan 9, 2016",3
1264,"End of loanJan 9, 2017",3
1265,"End of loanJan 9, 2018",4
1266,"End of loanJan 9, 2019",9
1267,"End of loanJan 9, 2020",3
1268,"End of loanJan 9, 2021",2
1269,"End of loanJul 1, 1992",2
1270,"End of loanJul 1, 1993",3
1271,"End of loanJul 1, 1994",2
1272,"End of loanJul 1, 1995",2
1273,"End of loanJul 1, 1996",5
1274,"End of loanJul 1, 1997",4
1275,"End of loanJul 1, 1998",2
1276,"End of loanJul 1, 1999",7
1277,"End of loanJul 1, 2000",8
1278,"End of loanJul 1, 2001",5
1279,"End of loanJul 1, 2002",4
1280,"End of loanJul 1, 2003",7
1281,"End of loanJul 1, 2004",4
1282,"End of loanJul 1, 2005",2
1283,"End of loanJul 1, 2007",5
1284,"End of loanJul 1, 2008",4
1285,"End of loanJul 1, 2009",3
1286,"End of loanJul 1, 2010",1
1287,"End of loanJul 1, 2012",3
1288,"End of loanJul 1, 2013",1
1289,"End of loanJul 1, 2014",1
1290,"End of loanJul 1, 2017",1
1291,"End of loanJul 1, 2018",1
1292,"End of loanJul 1, 2020",1
1293,"End of loanJul 10, 2010",1
1294,"End of loanJul 10, 2012",2
1295,"End of loanJul 10, 2018",1
1296,"End of loanJul 10, 2021",1
1297,"End of loanJul 11, 2020",2
1298,"End of loanJul 12, 2001",1
1299,"End of loanJul 12, 2017",2
1300,"End of loanJul 12, 2020",2
1301,"End of loanJul 13, 2018",1
1302,"End of loanJul 13, 2020",1
1303,"End of loanJul 14, 2016",1
1304,"End of loanJul 14, 2020",11
1305,"End of loanJul 15, 2010",1
1306,"End of loanJul 15, 2013",2
1307,"End of loanJul 15, 2019",1
1308,"End of loanJul 16, 2017",1
1309,"End of loanJul 16, 2019",1
1310,"End of loanJul 17, 1995",1
1311,"End of loanJul 17, 2016",1
1312,"End of loanJul 17, 2020",2
1313,"End of loanJul 18, 2016",2
1314,"End of loanJul 19, 2019",1
1315,"End of loanJul 2, 2012",1
1316,"End of loanJul 2, 2019",1
1317,"End of loanJul 2, 2020",1
1318,"End of loanJul 20, 1998",1
1319,"End of loanJul 20, 2016",1
1320,"End of loanJul 20, 2020",73
1321,"End of loanJul 21, 2015",1
1322,"End of loanJul 21, 2019",1
1323,"End of loanJul 21, 2020",62
1324,"End of loanJul 21, 2021",1
1325,"End of loanJul 22, 2019",1
1326,"End of loanJul 23, 2020",18
1327,"End of loanJul 24, 2020",4
1328,"End of loanJul 25, 2003",1
1329,"End of loanJul 25, 2018",1
1330,"End of loanJul 26, 1999",1
1331,"End of loanJul 26, 2014",1
1332,"End of loanJul 26, 2017",1
1333,"End of loanJul 26, 2020",6
1334,"End of loanJul 26, 2021",1
1335,"End of loanJul 27, 2017",1
1336,"End of loanJul 27, 2020",10
1337,"End of loanJul 28, 2003",1
1338,"End of loanJul 28, 2014",1
1339,"End of loanJul 28, 2019",1
1340,"End of loanJul 28, 2020",1
1341,"End of loanJul 30, 1995",1
1342,"End of loanJul 30, 2014",1
1343,"End of loanJul 30, 2020",8
1344,"End of loanJul 31, 1993",2
1345,"End of loanJul 31, 2001",1
1346,"End of loanJul 31, 2012",5
1347,"End of loanJul 31, 2013",3
1348,"End of loanJul 31, 2015",1
1349,"End of loanJul 31, 2020",182
1350,"End of loanJul 31, 2021",1
1351,"End of loanJul 4, 2005",1
1352,"End of loanJul 5, 2005",3
1353,"End of loanJul 5, 2020",9
1354,"End of loanJul 7, 2016",1
1355,"End of loanJul 7, 2020",10
1356,"End of loanJul 8, 2007",2
1357,"End of loanJul 9, 2013",2
1358,"End of loanJul 9, 2015",2
1359,"End of loanJul 9, 2020",2
1360,"End of loanJun 1, 1992",8
1361,"End of loanJun 1, 1993",5
1362,"End of loanJun 1, 1994",20
1363,"End of loanJun 1, 1995",11
1364,"End of loanJun 1, 1996",5
1365,"End of loanJun 1, 1997",5
1366,"End of loanJun 1, 1998",11
1367,"End of loanJun 1, 1999",7
1368,"End of loanJun 1, 2000",9
1369,"End of loanJun 1, 2001",7
1370,"End of loanJun 1, 2002",15
1371,"End of loanJun 1, 2003",14
1372,"End of loanJun 1, 2004",21
1373,"End of loanJun 1, 2005",10
1374,"End of loanJun 1, 2006",12
1375,"End of loanJun 1, 2007",10
1376,"End of loanJun 1, 2008",16
1377,"End of loanJun 1, 2009",23
1378,"End of loanJun 1, 2010",50
1379,"End of loanJun 1, 2011",20
1380,"End of loanJun 1, 2012",13
1381,"End of loanJun 1, 2013",15
1382,"End of loanJun 1, 2014",10
1383,"End of loanJun 1, 2015",7
1384,"End of loanJun 1, 2016",1
1385,"End of loanJun 1, 2020",15
1386,"End of loanJun 10, 2020",1
1387,"End of loanJun 11, 2020",1
1388,"End of loanJun 12, 2009",2
1389,"End of loanJun 12, 2016",1
1390,"End of loanJun 14, 2008",1
1391,"End of loanJun 14, 2021",1
1392,"End of loanJun 15, 2020",2
1393,"End of loanJun 18, 2017",1
1394,"End of loanJun 19, 2006",2
1395,"End of loanJun 19, 2007",2
1396,"End of loanJun 19, 2019",1
1397,"End of loanJun 2, 2019",1
1398,"End of loanJun 20, 2013",1
1399,"End of loanJun 21, 2021",1
1400,"End of loanJun 23, 2006",1
1401,"End of loanJun 24, 2021",1
1402,"End of loanJun 26, 1993",2
1403,"End of loanJun 28, 2016",1
1404,"End of loanJun 28, 2018",1
1405,"End of loanJun 29, 2012",2
1406,"End of loanJun 29, 2013",1
1407,"End of loanJun 29, 2014",1
1408,"End of loanJun 29, 2015",1
1409,"End of loanJun 29, 2016",3
1410,"End of loanJun 29, 2017",1
1411,"End of loanJun 29, 2018",3
1412,"End of loanJun 29, 2020",1
1413,"End of loanJun 29, 2021",1
1414,"End of loanJun 3, 2021",1
1415,"End of loanJun 30, 1992",56
1416,"End of loanJun 30, 1993",72
1417,"End of loanJun 30, 1994",89
1418,"End of loanJun 30, 1995",85
1419,"End of loanJun 30, 1996",75
1420,"End of loanJun 30, 1997",92
1421,"End of loanJun 30, 1998",134
1422,"End of loanJun 30, 1999",189
1423,"End of loanJun 30, 2000",171
1424,"End of loanJun 30, 2001",224
1425,"End of loanJun 30, 2002",294
1426,"End of loanJun 30, 2003",353
1427,"End of loanJun 30, 2004",485
1428,"End of loanJun 30, 2005",485
1429,"End of loanJun 30, 2006",552
1430,"End of loanJun 30, 2007",546
1431,"End of loanJun 30, 2008",562
1432,"End of loanJun 30, 2009",662
1433,"End of loanJun 30, 2010",685
1434,"End of loanJun 30, 2011",695
1435,"End of loanJun 30, 2012",720
1436,"End of loanJun 30, 2013",727
1437,"End of loanJun 30, 2014",856
1438,"End of loanJun 30, 2015",882
1439,"End of loanJun 30, 2016",910
1440,"End of loanJun 30, 2017",909
1441,"End of loanJun 30, 2018",944
1442,"End of loanJun 30, 2019",1013
1443,"End of loanJun 30, 2020",555
1444,"End of loanJun 30, 2021",994
1445,"End of loanJun 30, 2022",4
1446,"End of loanJun 30, 214",1
1447,"End of loanJun 4, 2013",1
1448,"End of loanJun 5, 2006",1
1449,"End of loanJun 6, 2021",1
1450,"End of loanJun 7, 2012",1
1451,"End of loanMar 1, 1993",7
1452,"End of loanMar 1, 1994",5
1453,"End of loanMar 1, 1996",8
1454,"End of loanMar 1, 1997",18
1455,"End of loanMar 1, 1998",17
1456,"End of loanMar 1, 1999",18
1457,"End of loanMar 1, 2000",13
1458,"End of loanMar 1, 2001",15
1459,"End of loanMar 1, 2002",12
1460,"End of loanMar 1, 2003",13
1461,"End of loanMar 1, 2004",17
1462,"End of loanMar 1, 2005",10
1463,"End of loanMar 1, 2006",18
1464,"End of loanMar 1, 2007",15
1465,"End of loanMar 1, 2008",19
1466,"End of loanMar 1, 2009",20
1467,"End of loanMar 1, 2010",23
1468,"End of loanMar 1, 2011",7
1469,"End of loanMar 1, 2012",19
1470,"End of loanMar 1, 2015",1
1471,"End of loanMar 1, 2016",2
1472,"End of loanMar 10, 1994",1
1473,"End of loanMar 10, 1999",1
1474,"End of loanMar 10, 2003",3
1475,"End of loanMar 10, 2009",1
1476,"End of loanMar 10, 2010",1
1477,"End of loanMar 10, 2013",1
1478,"End of loanMar 10, 2014",4
1479,"End of loanMar 10, 2015",1
1480,"End of loanMar 11, 1997",1
1481,"End of loanMar 11, 1998",1
1482,"End of loanMar 11, 2002",2
1483,"End of loanMar 11, 2013",2
1484,"End of loanMar 11, 2014",3
1485,"End of loanMar 11, 2020",1
1486,"End of loanMar 12, 2000",1
1487,"End of loanMar 12, 2001",1
1488,"End of loanMar 12, 2008",2
1489,"End of loanMar 12, 2013",1
1490,"End of loanMar 12, 2015",1
1491,"End of loanMar 12, 2020",1
1492,"End of loanMar 13, 2012",1
1493,"End of loanMar 13, 2013",1
1494,"End of loanMar 13, 2014",4
1495,"End of loanMar 13, 2015",1
1496,"End of loanMar 13, 2019",1
1497,"End of loanMar 14, 1996",2
1498,"End of loanMar 14, 2000",2
1499,"End of loanMar 14, 2004",2
1500,"End of loanMar 14, 2010",5
1501,"End of loanMar 14, 2013",3
1502,"End of loanMar 14, 2014",1
1503,"End of loanMar 14, 2015",2
1504,"End of loanMar 14, 2017",1
1505,"End of loanMar 15, 2000",2
1506,"End of loanMar 15, 2001",1
1507,"End of loanMar 15, 2011",1
1508,"End of loanMar 15, 2015",3
1509,"End of loanMar 16, 1995",1
1510,"End of loanMar 16, 1997",1
1511,"End of loanMar 16, 2000",1
